taxon_sort,common_name,scientific_name,species_code,aba,world_lifer,US_lifer,media_lifer,freq_US,freq_MI,freq_IN,freq_KS,freq_CO4,freq_TX,freq_AZ,freq_CA,freq_UT,freq_NV,freq_ID,freq_ND,freq_MT,freq_CO6,freq_WA,midwest,colorado,texas,arizona,california,mountainwest,cascadia,freq_max,Column1,Column2,target,region,exotic,vagrant,comment,Sensitive
17030,Couch's Kingbird ,Tyrannus couchii,coukin,2,1,1,1,0.25%,0.00%,0.00%,0.00%,0.00%,5.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.59%,0.00%,0.00%,0.00%,0.00%,5.59%,FALSE,700.00%,,,,,,
17032,Cassin's Kingbird ,Tyrannus vociferans,caskin,1,1,1,1,0.93%,0.00%,0.00%,0.00%,0.07%,0.38%,12.50%,5.50%,0.30%,0.25%,0.00%,0.00%,0.22%,0.89%,0.00%,0.00%,0.07%,0.38%,12.50%,5.50%,0.30%,0.00%,12.50%,FALSE,466.56%,,,,,,
17035,Thick-billed Kingbird ,Tyrannus crassirostris,thbkin,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,1.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.15%,0.00%,0.00%,0.00%,1.15%,FALSE,700.00%,1,arizona,,,,
17038,Western Kingbird ,Tyrannus verticalis,weskin,1,,,,4.00%,0.00%,0.00%,2.85%,2.00%,6.00%,13.00%,11.00%,23.00%,14.00%,15.02%,25.47%,9.00%,18.00%,6.00%,2.85%,2.00%,6.00%,13.00%,11.00%,25.47%,6.00%,25.47%,FALSE,268.83%,0,,,,,
17042,Eastern Kingbird ,Tyrannus tyrannus,easkin,1,,,,9.00%,0.19%,2.67%,4.68%,0.00%,9.00%,0.00%,0.00%,4.00%,0.00%,8.52%,37.44%,23.00%,6.00%,6.00%,4.68%,0.00%,9.00%,0.00%,0.00%,37.44%,6.00%,37.44%,FALSE,458.82%,0,,,,,
17044,Grey Kingbird ,Tyrannus dominicensis,grykin,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
17058,Scissor-tailed Flycatcher ,Tyrannus forficatus,sctfly,1,1,1,1,1.54%,0.00%,0.00%,4.05%,0.01%,19.49%,0.02%,0.06%,0.03%,0.01%,0.02%,0.00%,0.00%,0.02%,0.00%,4.05%,0.01%,19.49%,0.02%,0.06%,0.03%,0.00%,19.49%,FALSE,576.63%,,,,,,
17062,Fork-tailed Flycatcher ,Tyrannus savana,fotfly,3,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.02%,FALSE,700.00%,0,"texas, east coast",,,rare,
18700,Black-capped Vireo ,Vireo atricapilla,bkcvir1,2,1,1,1,0.08%,0.00%,0.00%,0.00%,0.00%,1.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.23%,0.00%,0.00%,0.00%,0.00%,1.23%,FALSE,700.00%,1,texas,,,,
18702,White-eyed Vireo ,Vireo griseus,whevir,1,,,,5.00%,0.06%,5.71%,0.65%,0.00%,22.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.71%,0.00%,22.00%,0.00%,0.00%,0.00%,0.00%,22.00%,FALSE,555.76%,0,,,,,
18729,Bell's Vireo ,Vireo bellii,belvir,1,1,1,1,1.02%,0.00%,0.05%,0.19%,0.00%,2.67%,14.33%,1.99%,0.38%,0.83%,0.00%,0.18%,0.00%,0.20%,0.00%,0.19%,0.00%,2.67%,14.33%,1.99%,0.83%,0.00%,14.33%,FALSE,501.28%,,,,,,
18735,Grey Vireo ,Vireo vicinior,gryvir,2,1,1,1,0.07%,0.00%,0.00%,0.00%,0.08%,0.12%,0.61%,0.06%,1.21%,0.98%,0.00%,0.00%,0.00%,0.45%,0.00%,0.00%,0.08%,0.12%,0.61%,0.06%,1.21%,0.00%,1.21%,FALSE,407.21%,1,texas,,,detour in mountainwest,
18736,Hutton's Vireo ,Vireo huttoni,hutvir,1,1,1,1,0.84%,0.00%,0.00%,0.00%,0.00%,0.70%,4.94%,6.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.82%,0.00%,0.00%,0.70%,4.94%,6.61%,0.00%,1.82%,6.61%,FALSE,328.86%,,,,,,
18752,Yellow-throated Vireo ,Vireo flavifrons,yetvir,1,,,,3.00%,0.12%,2.65%,1.15%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.46%,0.00%,0.00%,0.00%,2.65%,0.00%,4.00%,0.00%,0.00%,3.46%,0.00%,4.00%,FALSE,276.95%,0,,,,,
18755,Cassin's Vireo ,Vireo cassinii,casvir,1,1,1,1,0.61%,0.00%,0.00%,0.00%,0.03%,0.07%,1.38%,3.63%,0.01%,1.16%,4.87%,0.00%,4.73%,0.00%,3.72%,0.00%,0.03%,0.07%,1.38%,3.63%,4.87%,3.72%,4.87%,FALSE,248.83%,,,,,,
18758,Blue-headed Vireo ,Vireo solitarius,buhvir,1,,,,3.00%,0.83%,1.35%,0.87%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,1.35%,0.00%,4.00%,0.00%,0.00%,0.04%,0.00%,4.00%,FALSE,519.89%,0,,,,,
18763,Plumbeous Vireo ,Vireo plumbeus,plsvir,1,1,1,1,0.52%,0.00%,0.00%,0.00%,0.15%,0.19%,10.92%,0.10%,5.35%,1.70%,0.64%,0.00%,0.37%,5.22%,0.00%,0.00%,0.15%,0.19%,10.92%,0.10%,5.35%,0.00%,10.92%,FALSE,457.39%,,,,,,
18774,Philadelphia Vireo ,Vireo philadelphicus,phivir,1,,,,0.00%,0.00%,0.07%,0.05%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.07%,0.00%,2.00%,0.00%,0.00%,0.19%,0.00%,2.00%,FALSE,619.09%,0,,,,,
18775,Warbling Vireo ,Vireo gilvus,warvir,1,,,,8.00%,0.54%,5.91%,4.39%,0.00%,3.00%,9.00%,12.00%,17.00%,10.00%,16.18%,14.53%,21.00%,16.00%,14.00%,5.91%,0.00%,3.00%,9.00%,12.00%,21.00%,14.00%,21.00%,FALSE,226.47%,0,,,,,
18795,Red-eyed Vireo ,Vireo olivaceus,reevir1,1,,,,12.00%,0.02%,3.19%,2.20%,0.00%,9.00%,0.00%,0.00%,0.00%,0.00%,3.04%,13.24%,3.00%,1.00%,3.00%,3.19%,0.00%,9.00%,0.00%,0.00%,13.24%,3.00%,13.24%,FALSE,325.99%,0,,,,,
18813,Yellow-green Vireo ,Vireo flavoviridis,yegvir,3,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.02%,FALSE,700.00%,0,"texas, arizona, california",,,"vagrant, but annual. ",
18818,Black-whiskered Vireo ,Vireo altiloquus,bkwvir,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
20571,Loggerhead Shrike ,Lanius ludovicianus,logshr,1,,,,1.00%,0.02%,0.07%,2.83%,3.00%,8.00%,2.00%,2.00%,2.00%,3.00%,1.34%,2.01%,2.00%,1.00%,0.00%,2.83%,3.00%,8.00%,2.00%,2.00%,3.00%,0.00%,8.00%,FALSE,268.84%,0,,,,,
20583,Northern Shrike ,Lanius borealis,norshr4,1,,,,0.00%,0.17%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,FALSE,700.00%,0,,,,,
20674,Canada Jay ,Perisoreus canadensis,gryjay,1,,,,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.96%,0.00%,2.00%,1.00%,1.00%,0.02%,0.00%,0.00%,0.00%,0.00%,2.00%,1.00%,2.00%,FALSE,464.07%,0,,,,,
20708,Black-throated Magpie-Jay ,Calocitta colliei,btmjay,0,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.03%,FALSE,700.00%,1,california,X,,"only in LA, Tijuana River Valley",
20715,Brown Jay ,Psilorhinus morio,brnjay,4,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.04%,FALSE,700.00%,1,texas,,,rare,
20724,Green Jay ,Cyanocorax yncas,grnjay,2,1,1,1,0.16%,0.00%,0.00%,0.00%,0.00%,3.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.70%,0.00%,0.00%,0.00%,0.00%,3.70%,FALSE,700.00%,1,texas,,,,
20765,Pinyon Jay ,Gymnorhinus cyanocephalus,pinjay,1,1,1,1,0.15%,0.00%,0.00%,0.00%,0.84%,0.00%,0.67%,0.30%,1.43%,2.96%,0.26%,0.00%,0.47%,1.05%,0.00%,0.00%,0.84%,0.00%,0.67%,0.30%,2.96%,0.00%,2.96%,FALSE,434.38%,1,colorado,,,,
20766,Steller's Jay ,Cyanocitta stelleri,stejay,1,1,1,1,3.12%,0.00%,0.00%,0.00%,5.97%,0.02%,6.87%,16.56%,5.10%,6.84%,3.46%,0.00%,2.04%,9.69%,15.64%,0.00%,5.97%,0.02%,6.87%,16.56%,6.84%,15.64%,16.56%,FALSE,223.35%,,,,,,
20786,Blue Jay ,Cyanocitta cristata,blujay,1,,,,31.00%,42.32%,45.65%,35.92%,16.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.05%,6.08%,1.00%,13.00%,0.00%,45.65%,16.00%,25.00%,0.00%,0.00%,6.08%,0.00%,45.65%,FALSE,344.60%,0,,,,,
20793,Florida Scrub-Jay ,Aphelocoma coerulescens,flsjay,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
20794,Island Scrub-Jay ,Aphelocoma insularis,issjay,2,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.08%,FALSE,700.00%,1,california,,,Santa Cruz Island,
20795,California Scrub-Jay ,Aphelocoma californica,cowscj1,1,1,1,1,3.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.27%,0.00%,4.39%,0.00%,0.00%,0.00%,0.00%,3.36%,0.00%,0.00%,0.00%,0.00%,32.27%,4.39%,3.36%,32.27%,FALSE,564.44%,,,,,,
20805,Woodhouse's Scrub-Jay ,Aphelocoma woodhouseii,wooscj2,1,1,1,1,0.71%,0.00%,0.00%,0.01%,5.87%,2.11%,4.06%,0.10%,8.90%,4.29%,0.54%,0.00%,0.00%,6.00%,0.00%,0.01%,5.87%,2.11%,4.06%,0.10%,8.90%,0.00%,8.90%,FALSE,295.89%,1,colorado,,,,
20817,Mexican Jay ,Aphelocoma wollweberi,mexjay4,2,1,1,1,0.34%,0.00%,0.00%,0.00%,0.00%,0.42%,12.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.42%,12.36%,0.00%,0.00%,0.00%,12.36%,FALSE,677.00%,,,,,,
20972,Black-billed Magpie ,Pica hudsonia,bkbmag1,1,,1,1,2.66%,0.00%,0.00%,0.47%,28.10%,0.00%,0.01%,0.88%,21.59%,8.88%,24.02%,5.29%,28.30%,27.14%,5.87%,0.47%,28.10%,0.00%,0.01%,0.88%,28.30%,5.87%,28.30%,FALSE,311.34%,,,,,,
20973,Yellow-billed Magpie ,Pica nuttalli,yebmag,2,1,1,1,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.95%,0.00%,0.00%,1.95%,FALSE,700.00%,1,california,,,,
20980,Clark's Nutcracker ,Nucifraga columbiana,clanut,1,1,1,1,0.26%,0.00%,0.00%,0.00%,0.85%,0.00%,0.23%,1.03%,3.38%,3.58%,1.71%,0.00%,3.93%,2.90%,0.77%,0.00%,0.85%,0.00%,0.23%,1.03%,3.93%,0.77%,3.93%,FALSE,403.96%,1,colorado,,,,
21054,American Crow ,Corvus brachyrhynchos,amecro,1,,,,33.00%,41.07%,37.98%,30.77%,27.00%,14.00%,2.00%,35.00%,5.00%,4.00%,13.04%,0.00%,14.00%,21.00%,43.00%,41.07%,27.00%,14.00%,2.00%,35.00%,14.00%,43.00%,43.00%,TRUE,170.95%,0,,,,,
21066,Tamaulipas Crow ,Corvus imparatus,tamcro,4,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.04%,FALSE,700.00%,0,texas,,,some year only,
21068,Fish Crow ,Corvus ossifragus,fiscro,1,,,,6.00%,0.06%,1.74%,3.47%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.47%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,3.47%,FALSE,543.40%,0,,,,,
21072,Chihuahuan Raven ,Corvus cryptoleucus,chirav,1,1,1,1,0.16%,0.00%,0.00%,0.03%,0.45%,0.92%,1.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.03%,0.45%,0.92%,1.58%,0.00%,0.00%,0.00%,1.58%,FALSE,371.18%,1,texas,,,,
21121,Common Raven ,Corvus corax,comrav,1,,,,9.00%,3.94%,0.01%,0.01%,15.00%,3.00%,27.00%,30.00%,26.00%,18.00%,24.22%,1.37%,23.00%,18.00%,16.00%,3.94%,15.00%,3.00%,27.00%,30.00%,26.00%,16.00%,30.00%,FALSE,173.64%,0,,,,,
21558,Carolina Chickadee ,Poecile carolinensis,carchi,1,,,,11.00%,0.00%,36.49%,1.79%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.49%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,36.49%,FALSE,452.17%,0,,,,,
21563,Black-capped Chickadee ,Poecile atricapillus,bkcchi,1,,,,19.00%,47.62%,9.94%,30.60%,27.00%,0.00%,0.00%,0.00%,15.00%,0.00%,15.33%,10.67%,20.00%,18.00%,29.00%,47.62%,27.00%,0.00%,0.00%,0.00%,20.00%,29.00%,47.62%,FALSE,269.65%,0,,,,,
21575,Mountain Chickadee ,Poecile gambeli,mouchi,1,1,1,1,1.50%,0.00%,0.00%,0.01%,8.54%,0.02%,4.08%,6.43%,8.53%,11.97%,8.31%,0.00%,10.97%,12.38%,3.52%,0.01%,8.54%,0.02%,4.08%,6.43%,11.97%,3.52%,11.97%,FALSE,242.40%,,,,,,
21586,Mexican Chickadee ,Poecile sclateri,mexchi,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,0.00%,0.00%,0.00%,0.73%,FALSE,700.00%,1,arizona,,,,
21591,Chestnut-backed Chickadee ,Poecile rufescens,chbchi,1,1,1,1,1.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.23%,0.00%,0.00%,2.31%,0.00%,0.83%,0.00%,16.92%,0.00%,0.00%,0.00%,0.00%,14.23%,2.31%,16.92%,16.92%,TRUE,353.97%,1,,,,,
21596,Boreal Chickadee ,Poecile hudsonicus,borchi2,1,,,,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.05%,FALSE,489.25%,0,,,,,
21642,Bridled Titmouse ,Baeolophus wollweberi,britit,2,1,1,1,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,11.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.23%,0.00%,0.00%,0.00%,11.23%,FALSE,700.00%,,,,,,
21647,Oak Titmouse ,Baeolophus inornatus,oaktit,1,1,1,1,1.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.50%,0.00%,0.00%,16.50%,FALSE,700.00%,,,,,,
21652,Juniper Titmouse ,Baeolophus ridgwayi,juntit1,1,1,1,1,0.18%,0.00%,0.00%,0.00%,0.73%,0.00%,1.78%,0.07%,1.84%,2.09%,0.76%,0.00%,0.00%,0.80%,0.00%,0.00%,0.73%,0.00%,1.78%,0.07%,2.09%,0.00%,2.09%,FALSE,313.28%,1,colorado,,,,
21657,Tufted Titmouse ,Baeolophus bicolor,tuftit,1,,,,20.00%,29.20%,44.56%,26.87%,0.00%,9.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.56%,0.00%,9.00%,0.00%,0.00%,0.00%,0.00%,44.56%,FALSE,582.37%,0,,,,,
21660,Black-crested Titmouse ,Baeolophus atricristatus,blctit4,2,1,1,1,0.75%,0.00%,0.00%,0.00%,0.00%,12.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.65%,0.00%,0.00%,0.00%,0.00%,12.65%,FALSE,700.00%,,,,,,
21672,Great Tit ,Parus major,gretit1,0,,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,1,WI,P,,"WI, feasible",
21762,Verdin ,Auriparus flaviceps,verdin,1,1,1,1,1.07%,0.00%,0.00%,0.00%,0.00%,1.91%,24.32%,1.48%,0.86%,8.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.91%,24.32%,1.48%,8.08%,0.00%,24.32%,FALSE,475.66%,,,,,,
22065,Shore Lark ,Eremophila alpestris,horlar,1,,,,2.00%,3.51%,4.40%,10.25%,9.00%,1.00%,2.00%,3.00%,6.00%,10.00%,5.81%,0.00%,11.00%,7.00%,3.00%,10.25%,9.00%,1.00%,2.00%,3.00%,11.00%,3.00%,11.00%,FALSE,196.18%,0,,,,,
23494,Northern Rough-winged Swallow ,Stelgidopteryx serripennis,nrwswa,1,,,,9.00%,5.14%,11.24%,12.89%,3.00%,6.00%,12.00%,12.00%,8.00%,6.00%,10.67%,5.15%,8.00%,6.00%,8.00%,12.89%,3.00%,6.00%,12.00%,12.00%,10.67%,8.00%,12.89%,FALSE,139.76%,0,,,,,
23509,Purple Martin ,Progne subis,purmar,1,,,,5.00%,1.51%,3.88%,7.58%,0.00%,17.00%,2.00%,1.00%,1.00%,0.00%,0.00%,5.07%,0.00%,0.00%,4.00%,7.58%,0.00%,17.00%,2.00%,1.00%,5.07%,4.00%,17.00%,FALSE,324.69%,0,,,,,
23533,Tree Swallow ,Tachycineta bicolor,treswa,1,,,,20.00%,24.28%,28.42%,16.92%,11.00%,6.00%,1.00%,15.00%,7.00%,3.00%,17.72%,20.39%,31.00%,16.00%,20.00%,28.42%,11.00%,6.00%,1.00%,15.00%,31.00%,20.00%,31.00%,FALSE,193.03%,0,,,,,
23543,Violet-green Swallow ,Tachycineta thalassina,vigswa,1,1,1,1,4.04%,0.00%,0.00%,0.01%,3.87%,0.16%,10.37%,13.23%,15.48%,7.28%,14.73%,0.68%,10.16%,22.04%,28.72%,0.01%,3.87%,0.16%,10.37%,13.23%,15.48%,28.72%,28.72%,TRUE,279.85%,1,,,,,
23564,Sand Martin ,Riparia riparia,banswa,1,,,,2.00%,0.77%,0.99%,1.54%,1.00%,2.00%,1.00%,1.00%,3.00%,2.00%,6.02%,9.18%,5.00%,2.00%,3.00%,1.54%,1.00%,2.00%,1.00%,1.00%,9.18%,3.00%,9.18%,FALSE,343.27%,0,,,,,
23610,Barn Swallow ,Hirundo rustica,barswa,1,,,,20.00%,8.83%,11.92%,18.59%,11.00%,31.00%,11.00%,18.00%,24.00%,8.00%,18.28%,0.00%,14.00%,23.00%,27.00%,18.59%,11.00%,31.00%,11.00%,18.00%,24.00%,27.00%,31.00%,FALSE,154.35%,0,,,,,
23704,Cliff Swallow ,Petrochelidon pyrrhonota,cliswa,1,,,,6.00%,0.50%,1.47%,6.28%,3.00%,9.00%,8.00%,20.00%,18.00%,10.00%,13.81%,18.78%,15.00%,18.00%,12.00%,6.28%,3.00%,9.00%,8.00%,20.00%,18.78%,12.00%,20.00%,FALSE,181.68%,0,,,,,
23712,Cave Swallow ,Petrochelidon fulva,cavswa,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,3.00%,FALSE,699.51%,0,,,,,
23970,Red-vented Bulbul ,Pycnonotus cafer,revbul,2,1,1,1,0.06%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.14%,FALSE,700.00%,1,texas,,,only huston,
23979,Red-whiskered Bulbul ,Pycnonotus jocosus,rewbul,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,1.00%,FALSE,700.00%,0,,,,,
24702,Bushtit ,Psaltriparus minimus,bushti,1,1,1,1,3.19%,0.00%,0.00%,0.00%,5.58%,0.48%,5.69%,24.91%,1.40%,5.48%,0.61%,0.00%,0.00%,2.69%,7.86%,0.00%,5.58%,0.48%,5.69%,24.91%,5.48%,7.86%,24.91%,FALSE,348.74%,,,,,,
24876,Wrentit ,Chamaea fasciata,wrenti,1,1,1,1,1.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.35%,0.00%,0.00%,13.35%,FALSE,700.00%,,,,,,
25063,Swinhoe's White-eye ,Zosterops simplex,swiwhe1,0,,1,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,0.47%,FALSE,700.00%,1,california,P,,,
26270,Ruby-crowned Kinglet ,Corthylio calendula,ruckin,1,,,,7.00%,12.92%,16.22%,11.71%,3.00%,9.00%,2.00%,0.00%,8.00%,3.00%,8.28%,0.02%,15.00%,9.00%,1.00%,16.22%,3.00%,9.00%,2.00%,0.00%,15.00%,1.00%,16.22%,FALSE,245.65%,0,,,,,
26274,Golden-crowned Kinglet ,Regulus satrapa,gockin,1,,,,2.00%,11.98%,9.39%,0.57%,0.00%,0.00%,0.00%,2.00%,1.00%,1.00%,2.76%,0.00%,3.00%,1.00%,6.00%,11.98%,0.00%,0.00%,0.00%,2.00%,3.00%,6.00%,11.98%,FALSE,364.93%,0,,,,,
26353,Red-breasted Nuthatch ,Sitta canadensis,rebnut,1,,,,5.00%,7.61%,2.78%,1.39%,6.00%,0.00%,1.00%,5.00%,7.00%,3.00%,13.69%,0.98%,15.00%,5.00%,19.00%,7.61%,6.00%,0.00%,1.00%,5.00%,15.00%,19.00%,19.00%,TRUE,248.09%,0,,,,,
26356,White-breasted Nuthatch ,Sitta carolinensis,whbnut,1,,,,16.00%,29.65%,36.24%,14.39%,10.00%,1.00%,16.00%,10.00%,2.00%,3.00%,1.13%,8.21%,2.00%,10.00%,2.00%,36.24%,10.00%,1.00%,16.00%,10.00%,8.21%,2.00%,36.24%,FALSE,303.99%,0,,,,,
26368,Pygmy Nuthatch ,Sitta pygmaea,pygnut,1,1,1,1,0.87%,0.00%,0.00%,0.00%,4.19%,0.00%,4.80%,4.72%,1.06%,2.46%,1.44%,0.00%,1.78%,6.05%,1.78%,0.00%,4.19%,0.00%,4.80%,4.72%,2.46%,1.78%,4.80%,FALSE,187.19%,,,,,,
26376,Brown-headed Nuthatch ,Sitta pusilla,bnhnut,1,,,,1.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,1.00%,FALSE,697.07%,0,,,,,
26441,Brown Creeper ,Certhia americana,brncre,1,,,,3.00%,9.09%,5.65%,1.10%,1.00%,0.00%,3.00%,5.00%,1.00%,2.00%,1.29%,0.06%,1.00%,1.00%,7.00%,9.09%,1.00%,0.00%,3.00%,5.00%,2.00%,7.00%,9.09%,FALSE,234.88%,0,,,,,
26546,Blue-grey Gnatcatcher ,Polioptila caerulea,buggna,1,,,,12.00%,3.87%,20.59%,14.03%,1.00%,13.00%,4.00%,4.00%,10.00%,7.00%,1.63%,0.07%,0.00%,5.00%,0.00%,20.59%,1.00%,13.00%,4.00%,4.00%,10.00%,0.00%,20.59%,FALSE,274.06%,0,,,,,
26556,Black-tailed Gnatcatcher ,Polioptila melanura,bktgna,1,1,1,1,0.28%,0.00%,0.00%,0.00%,0.00%,0.39%,6.27%,0.43%,0.09%,3.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,6.27%,0.43%,3.25%,0.00%,6.27%,FALSE,424.47%,,,,,,
26560,California Gnatcatcher ,Polioptila californica,calgna,2,1,1,1,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.68%,0.00%,0.00%,0.68%,FALSE,700.00%,1,california,,,,
